"SeniorCitizen","tenure","MultipleLines","OnlineSecurity","StreamingTV","StreamingMovies","Contract","PaperlessBilling","MonthlyCharges","numTechTickets"
"1",11,3,1,3,3,"1","2",102,1
"1",29,1,1,1,1,"1","1",48.95,0
"1",57,3,3,3,3,"1","2",99.65,0
"1",28,1,2,2,2,"2","1",18.25,0
"1",42,1,3,1,1,"1","1",54.55,0
"1",2,1,2,2,2,"1","1",20.65,0
"1",23,2,3,1,1,"2","1",40.65,1
"1",18,1,2,2,2,"1","1",20.45,0
"1",62,3,2,2,2,"2","1",24.8,0
"1",1,1,1,1,1,"1","2",70.8,0
"1",16,3,1,1,3,"1","2",89.05,0
"1",3,3,1,3,3,"1","2",96.6,1
"1",67,3,3,3,3,"2","2",88.8,0
"1",62,1,2,2,2,"3","2",20.05,0
"1",57,3,1,3,3,"1","2",104.5,5
"1",2,1,1,1,1,"1","2",69.8,0
"1",23,3,3,3,1,"3","2",77.15,0
"1",25,2,3,1,1,"3","1",35.05,0
"2",72,3,1,3,3,"3","2",108.1,0
"1",2,3,1,3,1,"1","2",84.05,0
"1",8,1,2,2,2,"2","2",20.2,0
"1",5,3,1,1,1,"1","2",50.6,0
"1",35,2,1,3,3,"1","1",49.2,0
"1",24,3,2,2,2,"2","1",24.6,0
"1",2,1,1,1,1,"1","2",71.65,0
"1",72,3,3,1,3,"3","2",104.9,0
"1",41,3,3,3,1,"1","2",106.5,0
"1",4,1,3,1,1,"1","1",49.35,0
"1",26,1,1,1,1,"2","1",75.5,0
"1",7,1,1,3,3,"1","2",94.25,0
"1",1,1,1,1,1,"1","2",68.95,0
"1",4,3,1,1,1,"1","2",58.5,0
"1",48,1,1,3,3,"3","1",78.9,0
"2",2,3,1,3,3,"1","2",93.85,0
"2",12,1,3,3,3,"2","2",79.2,0
"1",60,3,3,3,3,"1","2",109.45,0
"1",55,1,3,1,1,"3","2",59.2,0
"1",1,2,1,1,1,"1","1",29.15,0
"1",1,1,2,2,2,"1","1",20.05,0
"1",4,3,1,1,1,"1","2",76.05,0
"1",1,2,1,1,1,"1","2",24.45,0
"1",42,1,1,1,3,"3","1",66.5,0
"1",1,1,3,1,1,"1","1",49.55,0
"1",7,3,1,3,1,"1","2",89.35,0
"1",3,1,1,1,1,"1","2",73.6,0
"1",72,3,3,3,3,"3","2",82.65,0
"1",15,3,1,1,1,"1","2",49,0
"1",4,1,1,3,1,"1","2",80.35,0
"1",11,3,2,2,2,"2","1",25.2,0
"1",5,3,2,2,2,"1","1",25.45,0
"2",1,1,3,1,1,"1","2",55.8,0
"1",72,3,3,3,3,"3","2",110.9,6
"1",55,3,1,1,1,"1","2",77.75,0
"1",40,3,2,2,2,"1","2",26.2,0
"1",57,1,2,2,2,"3","1",19.9,0
"1",1,1,1,3,1,"1","2",79.05,0
"1",1,1,3,3,3,"1","2",95,0
"1",1,2,1,1,1,"1","1",25.2,0
"2",52,3,1,3,3,"2","2",80.85,0
"2",41,3,1,3,3,"1","2",98.4,4
"1",43,1,1,3,1,"2","2",56.35,0
"1",47,1,2,2,2,"3","1",19.3,0
"1",3,3,1,1,1,"1","1",50.4,0
"2",66,3,3,3,1,"3","1",79.4,7
"1",55,1,1,1,1,"3","2",55.25,0
"1",29,1,2,2,2,"2","1",19.1,0
"1",12,3,1,3,1,"1","2",84.05,0
"1",66,3,1,3,3,"1","2",105.2,0
"2",35,3,1,3,3,"1","2",101.4,3
"2",10,3,1,1,3,"1","2",89.8,1
"1",27,3,1,1,1,"1","2",75.75,2
"1",58,1,1,3,3,"1","2",95.3,0
"1",54,1,3,3,3,"3","1",109.75,4
"1",9,1,2,2,2,"1","1",19.85,0
"1",2,1,2,2,2,"2","1",19.3,0
"1",6,1,1,1,1,"1","2",69.1,0
"2",26,1,1,3,3,"1","2",91.25,1
"1",9,1,2,2,2,"1","1",20.25,0
"1",8,1,1,1,1,"1","2",54.75,0
"1",12,1,1,3,1,"1","2",81.45,0
"1",15,3,1,1,1,"1","2",49.1,0
"1",43,3,3,3,3,"2","2",80.2,0
"1",42,3,1,3,3,"1","2",100.3,0
"1",31,3,3,1,1,"1","1",65.25,3
"1",66,3,3,1,1,"3","2",90.95,0
"2",18,3,1,1,1,"1","2",85.45,0
"1",1,1,2,2,2,"1","1",20,0
"1",61,3,1,3,1,"3","2",94.1,7
"1",10,3,1,1,1,"1","1",79.85,0
"2",1,1,1,1,1,"1","2",71.65,0
"2",18,1,1,1,1,"1","2",73.55,0
"1",24,3,1,3,3,"1","2",104.65,2
"1",3,1,2,2,2,"1","1",19.3,0
"1",50,1,2,2,2,"2","1",20.15,0
"1",1,1,1,1,1,"1","1",44.55,0
"1",2,1,3,1,1,"1","2",54.45,0
"1",17,1,2,2,2,"2","2",19.65,0
"1",69,3,1,3,3,"3","2",105,0
"1",72,3,3,3,3,"3","2",88.7,0
"1",3,3,1,1,1,"1","2",74.25,0
"2",50,3,3,1,3,"3","2",75.15,0
"1",53,1,2,2,2,"3","1",20.25,0
"1",58,3,3,3,3,"3","2",109.1,0
"1",46,2,3,1,1,"2","2",30.75,0
"2",72,3,3,3,3,"1","2",112.9,0
"2",1,3,1,1,1,"1","2",74.2,0
"1",6,3,1,3,1,"1","2",94.05,0
"1",72,3,3,1,3,"3","1",78.85,0
"1",4,1,1,1,3,"1","2",55.3,0
"1",52,1,2,2,2,"3","1",19.35,0
"1",2,1,2,2,2,"2","1",20.45,0
"1",65,1,2,2,2,"3","1",19.35,0
"2",43,3,1,3,3,"1","2",101,5
"1",4,3,1,3,3,"1","2",100.2,0
"2",25,3,3,1,3,"2","2",89.05,1
"1",51,3,1,3,3,"2","2",78.65,0
"1",12,3,1,3,3,"1","1",74.75,0
"1",57,1,3,3,3,"2","2",70.1,5
"1",24,1,2,2,2,"2","1",19.9,0
"1",64,3,1,1,1,"2","1",58.35,0
"1",4,1,1,3,3,"2","2",105.65,1
"1",26,3,1,3,3,"1","2",100.5,0
"1",15,1,2,2,2,"1","1",20.05,0
"2",64,3,2,2,2,"3","1",25.65,0
"2",36,3,1,3,3,"1","2",96.5,3
"1",27,3,1,3,3,"1","1",95,0
"2",1,1,1,1,1,"1","1",70.85,0
"1",35,3,3,3,3,"2","2",85.95,2
"1",4,1,1,1,1,"1","2",73.9,0
"1",8,1,1,1,1,"1","2",45.45,0
"1",10,1,2,2,2,"1","2",20,0
"1",2,1,1,1,1,"1","1",49.2,0
"1",58,3,3,3,3,"3","2",109.45,3
"1",51,1,3,3,3,"3","2",83.25,0
"1",46,1,2,2,2,"3","2",19.25,0
"1",1,1,2,2,2,"1","2",19.65,0
"1",46,3,1,1,1,"1","1",72.8,0
"1",50,3,3,3,3,"1","2",109.65,0
"1",53,1,1,3,1,"1","1",65,0
"1",61,3,1,3,3,"1","2",114.1,0
"1",5,1,2,2,2,"1","1",20.65,0
"1",47,1,3,3,3,"2","2",86.95,0
"1",54,3,1,3,1,"2","2",94.75,0
"1",19,2,1,1,1,"1","2",25.35,0
"1",26,1,1,3,3,"3","2",105.45,0
"1",70,3,2,2,2,"3","1",25.4,0
"1",17,3,1,3,3,"1","2",102.55,1
"1",30,3,1,3,3,"1","2",100.2,3
"1",1,3,2,2,2,"1","1",24,0
"1",19,3,2,2,2,"3","1",25.6,0
"1",26,1,1,3,3,"3","2",73.5,0
"1",21,1,1,1,1,"1","2",74.05,0
"1",50,3,1,3,3,"2","2",98.25,0
"1",68,2,3,3,3,"2","2",54.4,0
"1",3,3,1,3,3,"1","2",101.55,0
"1",9,1,1,3,3,"1","1",103.1,0
"1",51,2,3,1,1,"3","1",34.2,0
"1",9,1,1,1,1,"1","2",43.75,0
"2",41,3,1,3,3,"2","2",111.95,5
"1",22,3,1,3,3,"1","2",100.65,0
"1",21,2,3,3,3,"2","2",55.95,2
"1",71,3,3,3,3,"3","2",116.05,0
"1",1,1,1,1,1,"1","1",45.75,0
"1",26,3,1,3,3,"2","2",82,0
"1",71,3,3,1,1,"3","1",65.15,0
"1",4,1,1,1,1,"1","2",44.8,0
"1",12,3,3,1,1,"1","2",79.8,0
"1",18,3,1,3,1,"1","2",88.85,0
"1",3,3,1,1,1,"1","2",74.95,0
"2",72,3,3,3,3,"2","2",106.85,0
"1",11,1,1,1,1,"1","1",74.95,0
"1",1,1,1,1,3,"1","1",80.15,0
"1",13,1,2,2,2,"2","1",19.3,0
"1",72,3,1,3,3,"2","2",109.25,6
"1",42,3,3,1,1,"2","1",56.1,0
"1",17,1,2,2,2,"1","1",19.7,0
"2",7,1,1,1,1,"1","2",51.3,0
"1",68,3,3,3,3,"3","1",118.6,0
"1",56,3,2,2,2,"3","1",24.15,0
"1",38,1,2,2,2,"2","1",20.3,0
"1",72,3,3,3,3,"3","2",115.5,0
"1",48,3,2,2,2,"2","1",25.05,0
"2",52,3,3,3,3,"1","2",109.1,0
"1",35,1,2,2,2,"2","1",19.65,0
"1",67,3,1,3,3,"3","2",111.3,0
"1",1,2,3,1,1,"1","1",29.9,0
"1",53,1,1,1,1,"1","2",80.6,0
"1",34,1,2,2,2,"1","1",20.8,0
"1",3,2,1,3,1,"1","1",35.2,0
"1",1,1,1,3,1,"1","1",78.8,0
"1",19,1,1,3,1,"1","1",89.95,0
"2",60,3,3,3,3,"3","2",116.05,0
"1",11,1,2,2,2,"3","1",19.55,1
"1",47,3,1,3,3,"1","2",106.4,3
"1",18,1,3,1,1,"1","1",49.4,0
"1",60,3,3,3,3,"3","1",115.25,0
"1",72,3,2,2,2,"3","1",24.8,0
"1",39,1,2,2,2,"2","1",19.9,0
"1",59,1,3,1,1,"2","2",81.25,0
"1",2,1,1,1,1,"1","1",69.95,0
"2",1,1,1,1,1,"1","1",69.1,0
"1",20,1,1,3,3,"1","2",90.2,3
"1",6,3,1,3,3,"1","2",93.55,2
"1",71,3,1,1,1,"3","2",86.4,0
"1",24,3,3,1,1,"1","1",66.3,0
"2",67,3,1,3,3,"1","2",94.65,0
"1",1,1,1,1,3,"1","2",80.85,0
"1",48,3,1,1,3,"2","2",82.05,0
"1",37,3,1,1,3,"2","1",72.1,0
"1",11,2,1,1,1,"1","1",34.7,0
"1",3,1,2,2,2,"1","2",20.55,0
"1",18,1,1,3,3,"1","2",95.95,0
"1",50,1,1,1,1,"2","2",44.8,0
"1",67,3,3,3,3,"2","2",109.4,0
"1",25,1,3,1,3,"1","2",71.05,0
"2",2,3,1,1,1,"1","2",78.55,0
"1",9,1,2,2,2,"1","1",19.7,0
"1",10,2,3,1,1,"2","1",40.25,0
"1",70,1,2,2,2,"3","1",19.85,0
"1",9,1,3,1,3,"1","2",68.25,0
"1",4,1,2,2,2,"1","2",20.15,0
"1",2,1,3,1,1,"1","1",50.95,0
"1",1,1,1,1,3,"1","1",78.65,0
"1",19,2,1,1,1,"1","2",25.15,0
"1",7,1,2,2,2,"1","2",20.25,0
"1",1,1,1,1,1,"1","2",42.9,0
"2",1,1,1,1,1,"1","1",44,0
"1",9,1,2,2,2,"2","1",20.25,0
"1",3,2,3,1,1,"1","1",34.25,0
"1",9,2,3,3,3,"1","1",58.5,1
"1",5,1,3,1,1,"1","1",55.8,0
"1",56,1,1,3,3,"2","1",88.9,0
"1",18,3,3,1,1,"1","1",57.65,0
"2",49,3,1,3,3,"1","2",96.2,4
"1",70,3,3,3,1,"3","1",79.15,0
"1",72,3,1,3,3,"3","2",108.05,0
"2",6,1,1,1,1,"1","1",74.4,0
"2",17,3,1,3,3,"1","2",94.8,1
"1",29,2,1,3,3,"1","2",45.9,0
"1",6,3,1,3,3,"1","2",105.3,0
"1",63,3,1,3,3,"3","1",102.6,0
"1",16,3,1,1,1,"1","2",73.85,1
"1",59,1,1,1,3,"2","2",61.35,0
"1",3,1,1,3,1,"1","1",57.55,0
"1",8,2,1,1,1,"1","2",29.25,0
"2",7,3,1,1,3,"1","2",84.55,0
"1",68,1,2,2,2,"3","1",19.6,0
"1",68,3,3,3,3,"3","1",111.75,0
"2",52,3,1,3,3,"2","2",106.5,0
"1",72,3,3,3,3,"3","2",107.7,0
"1",32,1,2,2,2,"2","1",19.3,0
"1",72,1,2,2,2,"3","1",20.05,0
"1",1,1,1,1,1,"1","2",69.95,0
"1",42,1,3,1,3,"2","1",63.7,0
"1",25,3,2,2,2,"3","1",24.75,0
"1",45,1,3,1,1,"1","2",50.9,1
"1",43,2,3,3,3,"2","2",60.4,3
"1",37,3,3,3,3,"2","1",79.25,0
"2",20,3,1,1,3,"1","2",85.8,0
"1",4,2,1,1,1,"1","2",24.45,0
"1",63,1,3,3,3,"3","2",110.1,0
"1",3,1,1,3,3,"1","1",90.7,0
"1",66,3,2,2,2,"3","2",25.3,0
"1",28,3,1,3,3,"1","2",105.7,2
"2",8,3,1,1,3,"1","1",85.2,0
"1",71,3,2,2,2,"3","1",24.35,0
"1",1,2,1,1,1,"1","2",24.25,0
"1",72,3,2,2,2,"3","1",25.1,0
"2",16,1,3,1,1,"1","2",54.55,0
"1",66,3,3,1,1,"3","1",96.6,0
"1",11,3,1,1,1,"1","2",76.5,0
"1",51,3,3,3,1,"2","2",81.15,0
"1",8,2,3,1,3,"1","2",38.5,0
"1",14,1,1,3,3,"1","2",92.9,0
"1",4,3,1,1,3,"1","2",93.5,0
"1",70,3,3,3,3,"3","1",84.7,0
"1",70,3,3,1,1,"3","1",66,0
"2",54,3,1,3,3,"2","2",101.5,5
"1",28,1,3,1,1,"1","2",74.9,0
"1",24,1,2,2,2,"3","1",20.75,0
"1",69,1,1,1,3,"3","2",61.45,0
"1",42,1,3,1,1,"1","1",54.5,0
"2",2,1,1,1,1,"1","2",69.6,0
"2",39,3,1,3,3,"1","2",99.75,0
"1",45,3,1,3,3,"3","2",109.75,0
"1",72,3,3,3,1,"3","2",80.85,3
"1",38,1,2,2,2,"3","1",20.3,0
"1",72,3,3,1,1,"3","2",67.8,0
"1",1,3,2,2,2,"1","2",24.05,0
"1",72,1,2,2,2,"3","2",19.8,0
"1",55,3,2,2,2,"3","1",25.7,0
"1",51,2,1,3,3,"2","2",56.15,0
"1",63,1,3,3,3,"3","2",86.7,0
"1",1,1,2,2,2,"1","1",20.4,0
"1",23,1,2,2,2,"3","2",19.65,0
"1",1,1,1,1,1,"1","1",50.55,0
"1",2,3,1,1,1,"1","2",54.35,0
"2",52,3,3,3,3,"1","1",108.1,0
"1",36,3,3,1,1,"2","1",54.45,0
"1",1,1,1,1,1,"1","1",45.35,0
"1",28,3,3,1,1,"2","1",59,0
"1",7,1,3,3,1,"2","1",69.45,0
"1",14,3,1,3,3,"1","2",100.55,1
"2",72,2,3,3,3,"3","2",64.95,2
"1",1,1,2,2,2,"1","2",20.5,0
"1",10,1,2,2,2,"1","1",18.85,0
"1",42,1,2,2,2,"2","1",19.8,0
"1",7,2,1,1,1,"1","1",25.05,0
"1",4,1,1,1,1,"1","2",74.8,0
"1",72,3,3,3,3,"3","2",114.3,0
"1",20,2,1,1,1,"1","2",24.45,0
"1",63,1,3,3,3,"3","1",109.2,0
"1",56,2,3,1,1,"3","1",45.05,0
"1",5,1,1,1,1,"1","2",51,0
"1",72,3,1,3,3,"3","2",110.45,0
"2",68,3,1,1,1,"1","2",84.65,0
"1",67,1,3,1,1,"2","1",60.05,0
"1",8,1,1,1,1,"1","1",44.65,0
"1",52,3,1,1,3,"1","2",93.25,0
"1",18,1,2,2,2,"1","2",20.25,0
"1",59,3,2,2,2,"3","1",25.45,0
"1",60,1,2,2,2,"3","1",20.6,1
"1",7,3,1,3,3,"1","2",94.1,0
"1",59,2,3,1,1,"2","1",34.8,0
"1",46,2,3,3,3,"3","2",60.75,0
"1",5,1,1,1,1,"1","2",51.35,0
"2",59,2,3,3,3,"3","2",64.05,0
"1",70,3,1,3,3,"3","2",84.8,5
"1",14,1,1,1,1,"1","2",71,0
"1",44,3,1,1,1,"1","2",50.15,0
"1",64,3,3,3,1,"3","2",94.6,0
"1",58,2,3,3,3,"3","1",59.75,0
"2",46,3,1,3,3,"2","1",100.25,0
"2",58,3,1,3,3,"1","2",98.9,0
"1",72,3,1,3,3,"3","2",97.7,0
"2",30,2,1,3,1,"1","2",40.3,1
"2",11,3,3,1,1,"1","1",60.25,0
"2",34,2,1,3,3,"1","2",56.25,0
"1",54,2,3,1,3,"3","1",46.2,0
"1",3,2,1,3,3,"1","2",50.6,0
"1",72,3,2,2,2,"3","1",24.9,0
"1",40,3,1,1,1,"1","2",84.85,0
"1",2,1,1,3,3,"1","1",65.7,0
"1",54,3,1,1,3,"3","1",63.35,0
"1",14,1,3,1,1,"1","1",50.1,0
"1",1,1,1,1,1,"1","1",70.5,0
"1",10,3,1,1,3,"1","2",94.85,1
"1",1,1,3,1,1,"1","1",50.15,0
"1",1,1,2,2,2,"1","1",19.75,0
"1",56,3,3,1,1,"2","2",64.65,0
"1",68,1,3,3,3,"3","2",79.6,1
"1",14,1,2,2,2,"2","2",19.5,0
"1",68,1,3,3,3,"3","2",99.55,0
"2",55,3,1,1,1,"1","2",74,2
"1",16,2,3,3,1,"1","2",38.9,0
"2",9,1,1,1,3,"1","2",79.55,0
"1",14,1,3,3,1,"1","2",65.45,1
"2",58,3,1,3,3,"1","2",98.7,5
"1",53,2,3,1,3,"1","2",46.3,0
"1",70,3,3,3,1,"3","2",99.35,0
"2",14,3,1,3,3,"1","2",95.8,0
"1",22,1,3,3,1,"2","2",67.5,0
"1",10,3,3,1,1,"1","2",78.15,0
"1",29,3,2,2,2,"3","1",26.1,0
"1",1,1,1,1,1,"1","2",69.6,0
"1",49,3,3,3,3,"2","1",84.35,2
"2",68,3,1,3,3,"1","2",100.2,7
"1",1,1,1,3,1,"1","1",78.05,0
"1",30,2,1,1,3,"2","2",40.35,0
"1",72,3,3,3,1,"3","1",79.2,0
"1",10,1,2,2,2,"1","2",20.9,0
"1",7,3,1,1,1,"1","1",73.6,0
"1",9,3,1,1,1,"1","2",74.75,0
"1",1,1,3,1,1,"1","1",49.9,0
"1",20,3,1,1,3,"1","2",68.9,0
"1",1,1,2,2,2,"1","2",20.25,0
"1",29,3,1,1,1,"1","2",76,0
"1",1,1,1,1,1,"1","1",74,0
"1",3,1,3,1,1,"1","2",82.3,0
"1",20,1,3,3,1,"1","2",89.4,0
"1",64,1,1,3,3,"1","2",99.15,0
"1",1,1,2,2,2,"1","2",20.2,0
"1",6,2,3,1,1,"1","1",29.45,0
"1",50,1,2,2,2,"3","1",19.8,0
"1",6,1,3,1,3,"1","2",59.15,0
"1",7,1,1,1,1,"1","1",44.75,0
"1",72,3,1,1,3,"3","2",90.8,0
"1",8,1,1,1,1,"1","2",49.55,0
"1",67,3,3,3,3,"3","1",106.7,0
"2",24,3,1,3,3,"1","2",93.55,2
"1",72,3,3,1,3,"3","2",94.45,0
"1",33,1,2,2,2,"2","2",19.45,0
"1",2,2,1,1,1,"1","2",25.05,0
"1",70,1,3,1,3,"3","1",67.95,0
"1",22,1,1,3,1,"2","1",65.25,0
"1",59,3,3,1,3,"1","2",99.45,0
"1",36,1,2,2,2,"2","2",20.35,0
"1",51,1,2,2,2,"3","1",19.95,0
"1",53,3,3,3,1,"2","1",77.4,0
"1",20,1,2,2,2,"2","1",19.7,0
"1",63,1,3,3,3,"3","1",99.7,6
"1",40,1,1,1,1,"1","1",74.8,0
"1",35,1,2,2,2,"2","2",19.15,0
"1",26,1,1,1,3,"2","1",78.95,0
"2",27,3,1,1,3,"1","2",95.55,3
"1",53,1,3,1,1,"2","1",62.85,0
"2",34,1,1,1,1,"1","1",71.55,0
"2",19,3,1,3,3,"1","2",94.95,0
"1",43,1,3,1,1,"1","2",86.1,0
"1",6,1,2,2,2,"1","1",19.55,0
"1",56,3,2,2,2,"3","2",24.8,4
"1",57,2,1,3,1,"1","2",39.3,4
"1",34,1,1,3,1,"1","2",84.05,0
"1",10,2,1,1,1,"1","1",36.25,0
"1",1,1,2,2,2,"1","2",20.25,0
"1",13,2,1,1,1,"1","2",23.9,0
"1",56,3,1,3,3,"1","1",98.6,0
"1",55,3,1,3,3,"1","2",103.65,0
"1",36,3,3,3,3,"3","2",92.9,0
"1",47,1,2,2,2,"2","1",19.9,0
"1",12,1,2,2,2,"1","2",20.1,0
"1",1,1,1,3,1,"1","2",85.45,0
"2",24,3,1,1,1,"1","2",80.5,0
"1",63,3,1,3,3,"2","1",99.9,6
"2",35,2,1,3,1,"1","2",39.85,0
"1",67,1,3,1,1,"2","1",60.5,0
"1",25,3,1,1,3,"1","2",84.8,0
"1",21,3,3,3,3,"1","1",103.85,0
"1",13,1,3,1,3,"1","1",67.8,0
"1",35,3,1,1,1,"1","2",75.2,0
"2",71,3,2,2,2,"3","1",24.85,0
"1",29,1,2,2,2,"1","1",19.35,0
"1",71,2,1,3,3,"3","1",49.35,7
"2",7,1,1,3,3,"1","2",89,0
"2",57,2,1,3,3,"1","2",55,0
"1",65,3,3,1,3,"3","1",76.15,0
"1",27,1,2,2,2,"2","1",20.3,0
"1",6,3,1,1,1,"1","2",74.9,0
"2",72,3,3,3,3,"3","2",117.35,0
"1",1,1,2,2,2,"1","2",19.75,0
"1",11,1,1,1,1,"1","1",45.2,0
"1",39,3,2,2,2,"3","1",25.2,0
"2",59,3,3,1,1,"1","2",89.75,0
"1",26,1,3,3,3,"2","1",75,0
"2",2,1,1,1,1,"1","1",49.95,0
"1",72,2,3,3,3,"3","1",65.7,0
"1",65,3,3,1,1,"2","1",67.05,1
"1",72,3,1,3,3,"3","1",110.9,0
"1",6,3,1,1,3,"1","2",87.95,0
"2",32,1,2,2,2,"2","1",19.8,0
"1",50,3,1,3,3,"2","1",75.7,0
"1",61,2,3,3,3,"3","2",62.15,0
"1",15,1,1,3,3,"1","2",101.25,0
"1",72,3,3,3,3,"3","1",115.15,0
"1",9,1,2,2,2,"1","2",18.95,0
"1",1,1,2,2,2,"1","1",19.5,0
"1",12,3,1,1,3,"1","2",86.55,0
"1",37,2,1,1,1,"1","1",28.6,0
"1",61,1,2,2,2,"2","1",20.4,0
"1",18,1,2,2,2,"2","1",19.8,0
"1",21,1,1,1,1,"1","1",45.65,0
"1",68,2,3,1,3,"3","2",56.4,0
"2",12,3,1,1,1,"1","2",73.3,0
"2",2,2,1,1,1,"1","1",24.35,0
"1",62,3,1,3,3,"1","2",101.35,0
"2",29,3,1,3,3,"1","1",98.65,3
"1",1,2,1,1,1,"1","1",33.6,0
"2",5,3,1,1,1,"1","2",79.9,0
"1",1,1,2,2,2,"1","1",20.7,0
"1",62,3,1,3,3,"3","2",104.05,0
"1",36,1,2,2,2,"3","1",20.25,0
"2",28,3,1,3,3,"1","2",103.3,2
"1",69,3,3,3,1,"2","1",73.7,0
"1",11,3,3,3,1,"1","2",96.2,1
"1",63,3,1,3,3,"1","2",108.75,0
"1",23,1,2,2,2,"2","1",20.15,0
"1",10,1,2,2,2,"1","1",19.75,0
"1",71,3,2,2,2,"3","2",25.95,0
"2",45,3,3,1,3,"1","2",70.05,0
"1",70,3,2,2,2,"3","1",24.05,0
"1",22,3,1,1,3,"1","2",84.75,0
"1",52,3,2,2,2,"3","1",23.05,0
"1",55,3,1,3,3,"2","2",104.15,3
"1",65,2,3,3,3,"3","1",59.95,0
"1",72,1,2,2,2,"3","1",19.55,0
"1",10,1,2,2,2,"2","1",19.6,0
"1",7,1,2,2,2,"2","1",20.05,0
"2",5,1,1,1,3,"1","2",85.55,0
"1",24,3,3,3,3,"3","1",78.6,0
"1",72,3,3,3,3,"3","2",116.8,0
"1",21,2,3,3,1,"1","2",43.55,1
"1",69,2,1,3,3,"2","2",60.8,0
"1",44,1,1,1,1,"1","2",54.9,0
"2",61,3,1,3,1,"2","2",65.2,0
"2",24,3,1,3,3,"1","2",102.95,2
"1",1,1,1,3,3,"1","1",90.6,0
"1",6,1,1,1,1,"1","2",50.8,0
"1",4,3,1,1,3,"1","2",90.05,1
"1",72,3,1,3,3,"3","2",108.2,0
"1",72,3,3,3,3,"3","1",92,0
"2",14,3,1,1,1,"1","2",75.1,0
"1",7,3,2,2,2,"1","2",25.05,0
"1",48,1,1,1,1,"2","1",75.15,0
"1",55,1,2,2,2,"2","1",19.5,0
"1",1,1,2,2,2,"1","1",19.3,0
"1",45,1,3,3,3,"2","1",112.2,0
"1",3,1,1,1,1,"1","2",70.3,0
"1",71,1,2,2,2,"3","1",19.6,0
"1",8,1,2,2,2,"1","1",20.25,0
"1",3,3,1,1,1,"1","2",75.85,0
"1",69,1,3,3,3,"3","1",80.65,0
"1",1,1,1,1,1,"1","2",68.5,0
"2",72,3,3,3,3,"3","2",115.75,0
"1",11,1,3,1,1,"1","2",73.5,0
"1",71,3,3,1,3,"3","1",80.6,0
"1",1,1,1,1,1,"1","2",69.95,0
"1",33,2,3,3,3,"3","1",59.55,0
"1",16,1,2,2,2,"2","1",19.05,0
"2",56,3,3,1,1,"2","1",95.65,0
"1",1,1,2,2,2,"1","1",19.95,0
"1",5,1,1,3,3,"1","2",70.05,0
"1",57,1,2,2,2,"2","1",19.4,5
"1",56,2,1,1,1,"2","2",36.1,0
"1",8,3,1,3,1,"1","2",94,1
"1",22,1,3,1,1,"1","1",61.15,3
"1",1,1,2,2,2,"1","1",19.75,0
"1",40,1,3,3,1,"1","2",64.1,0
"1",46,1,2,2,2,"3","1",19.75,0
"1",63,1,2,2,2,"3","1",19.7,0
"1",68,3,3,3,3,"3","2",110.2,0
"1",69,1,3,3,3,"3","2",106.35,0
"1",56,3,1,1,1,"1","1",90.55,0
"1",10,1,1,1,3,"2","2",65.9,0
"1",63,3,3,3,1,"2","1",104.5,0
"1",24,2,3,1,3,"3","2",52.5,0
"1",19,3,1,1,1,"1","2",56.1,0
"1",22,3,1,3,1,"1","2",88.75,0
"1",29,3,3,1,1,"1","2",84.45,2
"1",13,3,1,3,3,"2","2",75.3,1
"1",70,3,2,2,2,"3","2",26,0
"1",49,1,1,3,3,"1","1",99.4,0
"2",43,3,3,3,3,"2","2",109.55,3
"1",3,1,2,2,2,"1","2",19.6,0
"1",42,1,1,3,3,"2","1",73.15,0
"1",57,1,1,1,1,"2","2",54.65,0
"2",2,1,3,3,1,"1","1",66.4,0
"1",72,3,3,3,3,"3","2",115.55,0
"2",46,3,1,3,3,"1","2",104.45,0
"2",66,3,1,3,3,"1","2",100.05,5
"1",62,3,3,1,3,"2","1",102,4
"1",72,3,3,3,3,"3","2",91.15,0
"1",35,1,1,3,1,"2","2",89.7,0
"1",17,3,3,1,1,"1","1",90.2,0
"1",72,3,3,3,3,"3","2",92.4,0
"1",28,1,2,2,2,"2","1",19.9,0
"1",56,3,2,2,2,"3","2",25.15,0
"1",31,3,1,1,1,"1","2",79.85,0
"1",45,1,2,2,2,"2","1",18.85,0
"1",1,3,2,2,2,"1","2",25.75,0
"1",2,1,1,1,1,"1","2",49.6,0
"1",6,1,2,2,2,"1","2",20.95,0
"1",48,1,1,3,3,"2","2",97.05,0
"1",25,3,2,2,2,"1","2",25.4,0
"1",64,1,2,2,2,"3","2",19.7,0
"1",50,2,3,1,1,"1","2",35,0
"1",52,3,1,3,3,"2","1",101.25,0
"2",4,1,1,1,1,"1","2",70.2,0
"2",32,1,1,3,3,"1","1",90.95,0
"1",45,3,3,3,1,"3","1",73.85,0
"1",9,3,3,1,3,"1","2",88.05,0
"2",66,3,1,3,3,"2","2",105.95,6
"1",3,3,1,1,3,"1","1",91.85,0
"1",54,1,2,2,2,"3","1",20.1,0
"1",1,2,1,3,1,"1","1",40.1,0
"1",64,3,3,3,3,"3","1",110.3,0
"2",31,3,1,1,1,"1","2",73.9,0
"1",14,1,1,3,3,"1","2",89.8,2
"1",12,1,3,3,1,"2","2",85.15,0
"2",67,1,3,1,1,"2","2",60.95,0
"1",35,3,3,3,1,"1","1",72.25,3
"1",45,3,3,1,3,"3","1",73.55,0
"1",10,1,1,1,1,"1","1",46,0
