"","SeniorCitizen","tenure","MultipleLines","OnlineSecurity","StreamingTV","StreamingMovies","Contract","PaperlessBilling","MonthlyCharges","numTechTickets","Churn"
"3777","1",12,3,1,3,1,"1","2",84.05,0,1
"3778","1",66,3,1,3,3,"1","2",105.2,0,1
"3779","2",35,3,1,3,3,"1","2",101.4,3,0
"3780","2",10,3,1,1,3,"1","2",89.8,1,0
"3781","1",27,3,1,1,1,"1","2",75.75,2,1
"3782","1",58,1,1,3,3,"1","2",95.3,0,1
"3783","1",54,1,3,3,3,"3","1",109.75,4,0
"3784","1",9,1,2,2,2,"1","1",19.85,0,1
"3785","1",2,1,2,2,2,"2","1",19.3,0,0
"3786","1",6,1,1,1,1,"1","2",69.1,0,1
"3787","2",26,1,1,3,3,"1","2",91.25,1,0
"3788","1",9,1,2,2,2,"1","1",20.25,0,1
"3789","1",8,1,1,1,1,"1","2",54.75,0,1
"3790","1",12,1,1,3,1,"1","2",81.45,0,1
"3791","1",15,3,1,1,1,"1","2",49.1,0,0
"3792","1",43,3,3,3,3,"2","2",80.2,0,1
"3793","1",42,3,1,3,3,"1","2",100.3,0,1
"3794","1",31,3,3,1,1,"1","1",65.25,3,0
"3795","1",66,3,3,1,1,"3","2",90.95,0,1
"3796","2",18,3,1,1,1,"1","2",85.45,0,0
"3797","1",1,1,2,2,2,"1","1",20,0,1
"3798","1",61,3,1,3,1,"3","2",94.1,7,0
"3799","1",10,3,1,1,1,"1","1",79.85,0,1
"3800","2",1,1,1,1,1,"1","2",71.65,0,0
"3801","2",18,1,1,1,1,"1","2",73.55,0,1
"3802","1",24,3,1,3,3,"1","2",104.65,2,0
"3803","1",3,1,2,2,2,"1","1",19.3,0,1
"3804","1",50,1,2,2,2,"2","1",20.15,0,1
"3805","1",1,1,1,1,1,"1","1",44.55,0,1
"3806","1",2,1,3,1,1,"1","2",54.45,0,1
"3807","1",17,1,2,2,2,"2","2",19.65,0,1
"3808","1",69,3,1,3,3,"3","2",105,0,1
"3809","1",72,3,3,3,3,"3","2",88.7,0,1
"3810","1",3,3,1,1,1,"1","2",74.25,0,0
"3811","2",50,3,3,1,3,"3","2",75.15,0,1
"3812","1",53,1,2,2,2,"3","1",20.25,0,1
"3813","1",58,3,3,3,3,"3","2",109.1,0,1
"3814","1",46,2,3,1,1,"2","2",30.75,0,1
"3815","2",72,3,3,3,3,"1","2",112.9,0,1
"3816","2",1,3,1,1,1,"1","2",74.2,0,0
"3817","1",6,3,1,3,1,"1","2",94.05,0,1
"3818","1",72,3,3,1,3,"3","1",78.85,0,1
"3819","1",4,1,1,1,3,"1","2",55.3,0,1
"3820","1",52,1,2,2,2,"3","1",19.35,0,1
"3821","1",2,1,2,2,2,"2","1",20.45,0,1
"3822","1",65,1,2,2,2,"3","1",19.35,0,1
"3823","2",43,3,1,3,3,"1","2",101,5,0
"3824","1",4,3,1,3,3,"1","2",100.2,0,0
"3825","2",25,3,3,1,3,"2","2",89.05,1,0
"3826","1",51,3,1,3,3,"2","2",78.65,0,1
"3827","1",12,3,1,3,3,"1","1",74.75,0,1
"3828","1",57,1,3,3,3,"2","2",70.1,5,0
"3829","1",24,1,2,2,2,"2","1",19.9,0,1
"3830","1",64,3,1,1,1,"2","1",58.35,0,1
"3831","1",4,1,1,3,3,"2","2",105.65,1,0
"3832","1",26,3,1,3,3,"1","2",100.5,0,1
"3833","1",15,1,2,2,2,"1","1",20.05,0,1
"3834","2",64,3,2,2,2,"3","1",25.65,0,1
"3835","2",36,3,1,3,3,"1","2",96.5,3,0
"3836","1",27,3,1,3,3,"1","1",95,0,1
"3837","2",1,1,1,1,1,"1","1",70.85,0,0
"3838","1",35,3,3,3,3,"2","2",85.95,2,0
"3839","1",4,1,1,1,1,"1","2",73.9,0,0
"3840","1",8,1,1,1,1,"1","2",45.45,0,1
"3841","1",10,1,2,2,2,"1","2",20,0,1
"3842","1",2,1,1,1,1,"1","1",49.2,0,1
"3843","1",58,3,3,3,3,"3","2",109.45,3,0
"3844","1",51,1,3,3,3,"3","2",83.25,0,1
"3845","1",46,1,2,2,2,"3","2",19.25,0,1
"3846","1",1,1,2,2,2,"1","2",19.65,0,1
"3847","1",46,3,1,1,1,"1","1",72.8,0,1
"3848","1",50,3,3,3,3,"1","2",109.65,0,1
"3849","1",53,1,1,3,1,"1","1",65,0,1
"3850","1",61,3,1,3,3,"1","2",114.1,0,1
"3851","1",5,1,2,2,2,"1","1",20.65,0,1
"3852","1",47,1,3,3,3,"2","2",86.95,0,1
"3853","1",54,3,1,3,1,"2","2",94.75,0,1
"3854","1",19,2,1,1,1,"1","2",25.35,0,1
"3855","1",26,1,1,3,3,"3","2",105.45,0,1
"3856","1",70,3,2,2,2,"3","1",25.4,0,1
"3857","1",17,3,1,3,3,"1","2",102.55,1,1
"3858","1",30,3,1,3,3,"1","2",100.2,3,0
"3859","1",1,3,2,2,2,"1","1",24,0,1
"3860","1",19,3,2,2,2,"3","1",25.6,0,1
"3861","1",26,1,1,3,3,"3","2",73.5,0,1
"3862","1",21,1,1,1,1,"1","2",74.05,0,0
"3863","1",50,3,1,3,3,"2","2",98.25,0,1
"3864","1",68,2,3,3,3,"2","2",54.4,0,1
"3865","1",3,3,1,3,3,"1","2",101.55,0,0
"3866","1",9,1,1,3,3,"1","1",103.1,0,1
"3867","1",51,2,3,1,1,"3","1",34.2,0,1
"3868","1",9,1,1,1,1,"1","2",43.75,0,1
"3869","2",41,3,1,3,3,"2","2",111.95,5,0
"3870","1",22,3,1,3,3,"1","2",100.65,0,1
"3871","1",21,2,3,3,3,"2","2",55.95,2,0
"3872","1",71,3,3,3,3,"3","2",116.05,0,1
"3873","1",1,1,1,1,1,"1","1",45.75,0,0
"3874","1",26,3,1,3,3,"2","2",82,0,1
"3875","1",71,3,3,1,1,"3","1",65.15,0,1
"3876","1",4,1,1,1,1,"1","2",44.8,0,1
"3877","1",12,3,3,1,1,"1","2",79.8,0,1
"3878","1",18,3,1,3,1,"1","2",88.85,0,1
"3879","1",3,3,1,1,1,"1","2",74.95,0,1
"3880","2",72,3,3,3,3,"2","2",106.85,0,1
"3881","1",11,1,1,1,1,"1","1",74.95,0,0
"3882","1",1,1,1,1,3,"1","1",80.15,0,0
"3883","1",13,1,2,2,2,"2","1",19.3,0,1
"3884","1",72,3,1,3,3,"2","2",109.25,6,0
"3885","1",42,3,3,1,1,"2","1",56.1,0,1
"3886","1",17,1,2,2,2,"1","1",19.7,0,1
"3887","2",7,1,1,1,1,"1","2",51.3,0,1
"3888","1",68,3,3,3,3,"3","1",118.6,0,1
"3889","1",56,3,2,2,2,"3","1",24.15,0,1
"3890","1",38,1,2,2,2,"2","1",20.3,0,1
"3891","1",72,3,3,3,3,"3","2",115.5,0,1
"3892","1",48,3,2,2,2,"2","1",25.05,0,1
"3893","2",52,3,3,3,3,"1","2",109.1,0,1
"3894","1",35,1,2,2,2,"2","1",19.65,0,1
"3895","1",67,3,1,3,3,"3","2",111.3,0,1
"3896","1",1,2,3,1,1,"1","1",29.9,0,1
"3897","1",53,1,1,1,1,"1","2",80.6,0,1
"3898","1",34,1,2,2,2,"1","1",20.8,0,1
"3899","1",3,2,1,3,1,"1","1",35.2,0,0
"3900","1",1,1,1,3,1,"1","1",78.8,0,0
"3901","1",19,1,1,3,1,"1","1",89.95,0,1
"3902","2",60,3,3,3,3,"3","2",116.05,0,1
"3903","1",11,1,2,2,2,"3","1",19.55,1,1
"3904","1",47,3,1,3,3,"1","2",106.4,3,0
"3905","1",18,1,3,1,1,"1","1",49.4,0,0
"3906","1",60,3,3,3,3,"3","1",115.25,0,1
"3907","1",72,3,2,2,2,"3","1",24.8,0,1
"3908","1",39,1,2,2,2,"2","1",19.9,0,1
"3909","1",59,1,3,1,1,"2","2",81.25,0,1
"3910","1",2,1,1,1,1,"1","1",69.95,0,1
"3911","2",1,1,1,1,1,"1","1",69.1,0,0
"3912","1",20,1,1,3,3,"1","2",90.2,3,0
"3913","1",6,3,1,3,3,"1","2",93.55,2,0
"3914","1",71,3,1,1,1,"3","2",86.4,0,1
"3915","1",24,3,3,1,1,"1","1",66.3,0,1
"3916","2",67,3,1,3,3,"1","2",94.65,0,1
"3917","1",1,1,1,1,3,"1","2",80.85,0,0
"3918","1",48,3,1,1,3,"2","2",82.05,0,0
"3919","1",37,3,1,1,3,"2","1",72.1,0,1
"3920","1",11,2,1,1,1,"1","1",34.7,0,1
"3921","1",3,1,2,2,2,"1","2",20.55,0,0
"3922","1",18,1,1,3,3,"1","2",95.95,0,1
"3923","1",50,1,1,1,1,"2","2",44.8,0,1
"3924","1",67,3,3,3,3,"2","2",109.4,0,1
"3925","1",25,1,3,1,3,"1","2",71.05,0,1
"3926","2",2,3,1,1,1,"1","2",78.55,0,0
"3927","1",9,1,2,2,2,"1","1",19.7,0,1
"3928","1",10,2,3,1,1,"2","1",40.25,0,1
"3929","1",70,1,2,2,2,"3","1",19.85,0,1
"3930","1",9,1,3,1,3,"1","2",68.25,0,1
"3931","1",4,1,2,2,2,"1","2",20.15,0,1
"3932","1",2,1,3,1,1,"1","1",50.95,0,1
"3933","1",1,1,1,1,3,"1","1",78.65,0,0
"3934","1",19,2,1,1,1,"1","2",25.15,0,1
"3935","1",7,1,2,2,2,"1","2",20.25,0,1
"3936","1",1,1,1,1,1,"1","2",42.9,0,0
"3937","2",1,1,1,1,1,"1","1",44,0,1
"3938","1",9,1,2,2,2,"2","1",20.25,0,1
"3939","1",3,2,3,1,1,"1","1",34.25,0,0
"3940","1",9,2,3,3,3,"1","1",58.5,1,0
"3941","1",5,1,3,1,1,"1","1",55.8,0,1
"3942","1",56,1,1,3,3,"2","1",88.9,0,1
"3943","1",18,3,3,1,1,"1","1",57.65,0,1
"3944","2",49,3,1,3,3,"1","2",96.2,4,0
"3945","1",70,3,3,3,1,"3","1",79.15,0,1
"3946","1",72,3,1,3,3,"3","2",108.05,0,1
"3947","2",6,1,1,1,1,"1","1",74.4,0,0
"3948","2",17,3,1,3,3,"1","2",94.8,1,1
"3949","1",29,2,1,3,3,"1","2",45.9,0,1
"3950","1",6,3,1,3,3,"1","2",105.3,0,0
"3951","1",63,3,1,3,3,"3","1",102.6,0,1
"3952","1",16,3,1,1,1,"1","2",73.85,1,0
"3953","1",59,1,1,1,3,"2","2",61.35,0,1
"3954","1",3,1,1,3,1,"1","1",57.55,0,1
"3955","1",8,2,1,1,1,"1","2",29.25,0,1
"3956","2",7,3,1,1,3,"1","2",84.55,0,0
"3957","1",68,1,2,2,2,"3","1",19.6,0,1
"3958","1",68,3,3,3,3,"3","1",111.75,0,1
"3959","2",52,3,1,3,3,"2","2",106.5,0,1
"3960","1",72,3,3,3,3,"3","2",107.7,0,1
"3961","1",32,1,2,2,2,"2","1",19.3,0,1
"3962","1",72,1,2,2,2,"3","1",20.05,0,1
"3963","1",1,1,1,1,1,"1","2",69.95,0,1
"3964","1",42,1,3,1,3,"2","1",63.7,0,1
"3965","1",25,3,2,2,2,"3","1",24.75,0,0
"3966","1",45,1,3,1,1,"1","2",50.9,1,1
"3967","1",43,2,3,3,3,"2","2",60.4,3,1
"3968","1",37,3,3,3,3,"2","1",79.25,0,1
"3969","2",20,3,1,1,3,"1","2",85.8,0,0
"3970","1",4,2,1,1,1,"1","2",24.45,0,0
"3971","1",63,1,3,3,3,"3","2",110.1,0,1
"3972","1",3,1,1,3,3,"1","1",90.7,0,1
"3973","1",66,3,2,2,2,"3","2",25.3,0,1
"3974","1",28,3,1,3,3,"1","2",105.7,2,0
"3975","2",8,3,1,1,3,"1","1",85.2,0,1
"3976","1",71,3,2,2,2,"3","1",24.35,0,1
"3977","1",1,2,1,1,1,"1","2",24.25,0,0
"3978","1",72,3,2,2,2,"3","1",25.1,0,1
"3979","2",16,1,3,1,1,"1","2",54.55,0,1
"3980","1",66,3,3,1,1,"3","1",96.6,0,1
"3981","1",11,3,1,1,1,"1","2",76.5,0,0
"3982","1",51,3,3,3,1,"2","2",81.15,0,1
"3983","1",8,2,3,1,3,"1","2",38.5,0,1
"3984","1",14,1,1,3,3,"1","2",92.9,0,1
"3985","1",4,3,1,1,3,"1","2",93.5,0,0
"3986","1",70,3,3,3,3,"3","1",84.7,0,1
"3987","1",70,3,3,1,1,"3","1",66,0,1
"3988","2",54,3,1,3,3,"2","2",101.5,5,0
"3989","1",28,1,3,1,1,"1","2",74.9,0,0
"3990","1",24,1,2,2,2,"3","1",20.75,0,1
"3991","1",69,1,1,1,3,"3","2",61.45,0,1
"3992","1",42,1,3,1,1,"1","1",54.5,0,1
"3993","2",2,1,1,1,1,"1","2",69.6,0,0
"3994","2",39,3,1,3,3,"1","2",99.75,0,1
"3995","1",45,3,1,3,3,"3","2",109.75,0,1
"3996","1",72,3,3,3,1,"3","2",80.85,3,1
"3997","1",38,1,2,2,2,"3","1",20.3,0,1
"3998","1",72,3,3,1,1,"3","2",67.8,0,1
"3999","1",1,3,2,2,2,"1","2",24.05,0,0
"4000","1",72,1,2,2,2,"3","2",19.8,0,1
"4001","1",55,3,2,2,2,"3","1",25.7,0,1
"4002","1",51,2,1,3,3,"2","2",56.15,0,1
"4003","1",63,1,3,3,3,"3","2",86.7,0,1
"4004","1",1,1,2,2,2,"1","1",20.4,0,1
"4005","1",23,1,2,2,2,"3","2",19.65,0,1
"4006","1",1,1,1,1,1,"1","1",50.55,0,0
"4007","1",2,3,1,1,1,"1","2",54.35,0,1
"4008","2",52,3,3,3,3,"1","1",108.1,0,1
"4009","1",36,3,3,1,1,"2","1",54.45,0,1
"4010","1",1,1,1,1,1,"1","1",45.35,0,1
"4011","1",28,3,3,1,1,"2","1",59,0,1
"4012","1",7,1,3,3,1,"2","1",69.45,0,1
"4013","1",14,3,1,3,3,"1","2",100.55,1,0
"4014","2",72,2,3,3,3,"3","2",64.95,2,1
"4015","1",1,1,2,2,2,"1","2",20.5,0,0
"4016","1",10,1,2,2,2,"1","1",18.85,0,1
"4017","1",42,1,2,2,2,"2","1",19.8,0,1
"4018","1",7,2,1,1,1,"1","1",25.05,0,1
"4019","1",4,1,1,1,1,"1","2",74.8,0,0
"4020","1",72,3,3,3,3,"3","2",114.3,0,1
"4021","1",20,2,1,1,1,"1","2",24.45,0,0
"4022","1",63,1,3,3,3,"3","1",109.2,0,1
"4023","1",56,2,3,1,1,"3","1",45.05,0,1
"4024","1",5,1,1,1,1,"1","2",51,0,1
"4025","1",72,3,1,3,3,"3","2",110.45,0,1
"4026","2",68,3,1,1,1,"1","2",84.65,0,1
"4027","1",67,1,3,1,1,"2","1",60.05,0,1
"4028","1",8,1,1,1,1,"1","1",44.65,0,1
"4029","1",52,3,1,1,3,"1","2",93.25,0,1
"4030","1",18,1,2,2,2,"1","2",20.25,0,1
"4031","1",59,3,2,2,2,"3","1",25.45,0,1
"4032","1",60,1,2,2,2,"3","1",20.6,1,1
"4033","1",7,3,1,3,3,"1","2",94.1,0,1
"4034","1",59,2,3,1,1,"2","1",34.8,0,1
"4035","1",46,2,3,3,3,"3","2",60.75,0,1
"4036","1",5,1,1,1,1,"1","2",51.35,0,1
"4037","2",59,2,3,3,3,"3","2",64.05,0,1
"4038","1",70,3,1,3,3,"3","2",84.8,5,1
"4039","1",14,1,1,1,1,"1","2",71,0,0
"4040","1",44,3,1,1,1,"1","2",50.15,0,1
"4041","1",64,3,3,3,1,"3","2",94.6,0,1
"4042","1",58,2,3,3,3,"3","1",59.75,0,1
"4043","2",46,3,1,3,3,"2","1",100.25,0,1
"4044","2",58,3,1,3,3,"1","2",98.9,0,1
"4045","1",72,3,1,3,3,"3","2",97.7,0,1
"4046","2",30,2,1,3,1,"1","2",40.3,1,0
"4047","2",11,3,3,1,1,"1","1",60.25,0,1
"4048","2",34,2,1,3,3,"1","2",56.25,0,1
"4049","1",54,2,3,1,3,"3","1",46.2,0,1
"4050","1",3,2,1,3,3,"1","2",50.6,0,0
"4051","1",72,3,2,2,2,"3","1",24.9,0,1
"4052","1",40,3,1,1,1,"1","2",84.85,0,0
"4053","1",2,1,1,3,3,"1","1",65.7,0,0
"4054","1",54,3,1,1,3,"3","1",63.35,0,1
"4055","1",14,1,3,1,1,"1","1",50.1,0,1
"4056","1",1,1,1,1,1,"1","1",70.5,0,0
"4057","1",10,3,1,1,3,"1","2",94.85,1,0
"4058","1",1,1,3,1,1,"1","1",50.15,0,1
"4059","1",1,1,2,2,2,"1","1",19.75,0,0
"4060","1",56,3,3,1,1,"2","2",64.65,0,1
"4061","1",68,1,3,3,3,"3","2",79.6,1,1
"4062","1",14,1,2,2,2,"2","2",19.5,0,1
"4063","1",68,1,3,3,3,"3","2",99.55,0,1
"4064","2",55,3,1,1,1,"1","2",74,2,1
"4065","1",16,2,3,3,1,"1","2",38.9,0,1
"4066","2",9,1,1,1,3,"1","2",79.55,0,1
"4067","1",14,1,3,3,1,"1","2",65.45,1,0
"4068","2",58,3,1,3,3,"1","2",98.7,5,0
"4069","1",53,2,3,1,3,"1","2",46.3,0,1
"4070","1",70,3,3,3,1,"3","2",99.35,0,1
"4071","2",14,3,1,3,3,"1","2",95.8,0,1
"4072","1",22,1,3,3,1,"2","2",67.5,0,0
"4073","1",10,3,3,1,1,"1","2",78.15,0,1
"4074","1",29,3,2,2,2,"3","1",26.1,0,1
"4075","1",1,1,1,1,1,"1","2",69.6,0,0
"4076","1",49,3,3,3,3,"2","1",84.35,2,0
"4077","2",68,3,1,3,3,"1","2",100.2,7,0
"4078","1",1,1,1,3,1,"1","1",78.05,0,0
"4079","1",30,2,1,1,3,"2","2",40.35,0,1
"4080","1",72,3,3,3,1,"3","1",79.2,0,1
"4081","1",10,1,2,2,2,"1","2",20.9,0,1
"4082","1",7,3,1,1,1,"1","1",73.6,0,0
"4083","1",9,3,1,1,1,"1","2",74.75,0,0
"4084","1",1,1,3,1,1,"1","1",49.9,0,1
"4085","1",20,3,1,1,3,"1","2",68.9,0,1
"4086","1",1,1,2,2,2,"1","2",20.25,0,1
"4087","1",29,3,1,1,1,"1","2",76,0,1
"4088","1",1,1,1,1,1,"1","1",74,0,1
"4089","1",3,1,3,1,1,"1","2",82.3,0,1
"4090","1",20,1,3,3,1,"1","2",89.4,0,1
"4091","1",64,1,1,3,3,"1","2",99.15,0,1
"4092","1",1,1,2,2,2,"1","2",20.2,0,0
"4093","1",6,2,3,1,1,"1","1",29.45,0,1
"4094","1",50,1,2,2,2,"3","1",19.8,0,1
"4095","1",6,1,3,1,3,"1","2",59.15,0,1
"4096","1",7,1,1,1,1,"1","1",44.75,0,1
"4097","1",72,3,1,1,3,"3","2",90.8,0,1
"4098","1",8,1,1,1,1,"1","2",49.55,0,1
"4099","1",67,3,3,3,3,"3","1",106.7,0,1
"4100","2",24,3,1,3,3,"1","2",93.55,2,0
"4101","1",72,3,3,1,3,"3","2",94.45,0,1
"4102","1",33,1,2,2,2,"2","2",19.45,0,1
"4103","1",2,2,1,1,1,"1","2",25.05,0,0
"4104","1",70,1,3,1,3,"3","1",67.95,0,1
"4105","1",22,1,1,3,1,"2","1",65.25,0,1
"4106","1",59,3,3,1,3,"1","2",99.45,0,1
"4107","1",36,1,2,2,2,"2","2",20.35,0,1
"4108","1",51,1,2,2,2,"3","1",19.95,0,1
"4109","1",53,3,3,3,1,"2","1",77.4,0,1
"4110","1",20,1,2,2,2,"2","1",19.7,0,1
"4111","1",63,1,3,3,3,"3","1",99.7,6,1
"4112","1",40,1,1,1,1,"1","1",74.8,0,1
"4113","1",35,1,2,2,2,"2","2",19.15,0,1
"4114","1",26,1,1,1,3,"2","1",78.95,0,1
"4115","2",27,3,1,1,3,"1","2",95.55,3,0
"4116","1",53,1,3,1,1,"2","1",62.85,0,1
"4117","2",34,1,1,1,1,"1","1",71.55,0,1
"4118","2",19,3,1,3,3,"1","2",94.95,0,1
"4119","1",43,1,3,1,1,"1","2",86.1,0,1
"4120","1",6,1,2,2,2,"1","1",19.55,0,1
"4121","1",56,3,2,2,2,"3","2",24.8,4,1
"4122","1",57,2,1,3,1,"1","2",39.3,4,0
"4123","1",34,1,1,3,1,"1","2",84.05,0,1
"4124","1",10,2,1,1,1,"1","1",36.25,0,1
"4125","1",1,1,2,2,2,"1","2",20.25,0,0
"4126","1",13,2,1,1,1,"1","2",23.9,0,0
"4127","1",56,3,1,3,3,"1","1",98.6,0,1
"4128","1",55,3,1,3,3,"1","2",103.65,0,1
"4129","1",36,3,3,3,3,"3","2",92.9,0,1
"4130","1",47,1,2,2,2,"2","1",19.9,0,1
"4131","1",12,1,2,2,2,"1","2",20.1,0,1
"4132","1",1,1,1,3,1,"1","2",85.45,0,0
"4133","2",24,3,1,1,1,"1","2",80.5,0,1
"4134","1",63,3,1,3,3,"2","1",99.9,6,0
"4135","2",35,2,1,3,1,"1","2",39.85,0,1
"4136","1",67,1,3,1,1,"2","1",60.5,0,1
"4137","1",25,3,1,1,3,"1","2",84.8,0,0
"4138","1",21,3,3,3,3,"1","1",103.85,0,1
"4139","1",13,1,3,1,3,"1","1",67.8,0,1
"4140","1",35,3,1,1,1,"1","2",75.2,0,0
"4141","2",71,3,2,2,2,"3","1",24.85,0,1
"4142","1",29,1,2,2,2,"1","1",19.35,0,1
"4143","1",71,2,1,3,3,"3","1",49.35,7,0
"4144","2",7,1,1,3,3,"1","2",89,0,1
"4145","2",57,2,1,3,3,"1","2",55,0,1
"4146","1",65,3,3,1,3,"3","1",76.15,0,1
"4147","1",27,1,2,2,2,"2","1",20.3,0,1
"4148","1",6,3,1,1,1,"1","2",74.9,0,0
"4149","2",72,3,3,3,3,"3","2",117.35,0,1
"4150","1",1,1,2,2,2,"1","2",19.75,0,1
"4151","1",11,1,1,1,1,"1","1",45.2,0,1
"4152","1",39,3,2,2,2,"3","1",25.2,0,1
"4153","2",59,3,3,1,1,"1","2",89.75,0,1
"4154","1",26,1,3,3,3,"2","1",75,0,1
"4155","2",2,1,1,1,1,"1","1",49.95,0,1
"4156","1",72,2,3,3,3,"3","1",65.7,0,1
"4157","1",65,3,3,1,1,"2","1",67.05,1,1
"4158","1",72,3,1,3,3,"3","1",110.9,0,1
"4159","1",6,3,1,1,3,"1","2",87.95,0,1
"4160","2",32,1,2,2,2,"2","1",19.8,0,1
"4161","1",50,3,1,3,3,"2","1",75.7,0,1
"4162","1",61,2,3,3,3,"3","2",62.15,0,1
"4163","1",15,1,1,3,3,"1","2",101.25,0,0
"4164","1",72,3,3,3,3,"3","1",115.15,0,1
"4165","1",9,1,2,2,2,"1","2",18.95,0,0
"4166","1",1,1,2,2,2,"1","1",19.5,0,1
"4167","1",12,3,1,1,3,"1","2",86.55,0,1
"4168","1",37,2,1,1,1,"1","1",28.6,0,0
"4169","1",61,1,2,2,2,"2","1",20.4,0,1
"4170","1",18,1,2,2,2,"2","1",19.8,0,1
"4171","1",21,1,1,1,1,"1","1",45.65,0,1
"4172","1",68,2,3,1,3,"3","2",56.4,0,1
"4173","2",12,3,1,1,1,"1","2",73.3,0,1
"4174","2",2,2,1,1,1,"1","1",24.35,0,0
"4175","1",62,3,1,3,3,"1","2",101.35,0,1
"4176","2",29,3,1,3,3,"1","1",98.65,3,0
"4177","1",1,2,1,1,1,"1","1",33.6,0,1
"4178","2",5,3,1,1,1,"1","2",79.9,0,0
"4179","1",1,1,2,2,2,"1","1",20.7,0,1
"4180","1",62,3,1,3,3,"3","2",104.05,0,1
"4181","1",36,1,2,2,2,"3","1",20.25,0,1
"4182","2",28,3,1,3,3,"1","2",103.3,2,0
"4183","1",69,3,3,3,1,"2","1",73.7,0,1
"4184","1",11,3,3,3,1,"1","2",96.2,1,0
"4185","1",63,3,1,3,3,"1","2",108.75,0,1
"4186","1",23,1,2,2,2,"2","1",20.15,0,1
"4187","1",10,1,2,2,2,"1","1",19.75,0,1
"4188","1",71,3,2,2,2,"3","2",25.95,0,1
"4189","2",45,3,3,1,3,"1","2",70.05,0,1
"4190","1",70,3,2,2,2,"3","1",24.05,0,1
"4191","1",22,3,1,1,3,"1","2",84.75,0,1
"4192","1",52,3,2,2,2,"3","1",23.05,0,1
"4193","1",55,3,1,3,3,"2","2",104.15,3,0
"4194","1",65,2,3,3,3,"3","1",59.95,0,1
"4195","1",72,1,2,2,2,"3","1",19.55,0,1
"4196","1",10,1,2,2,2,"2","1",19.6,0,1
"4197","1",7,1,2,2,2,"2","1",20.05,0,1
"4198","2",5,1,1,1,3,"1","2",85.55,0,1
"4199","1",24,3,3,3,3,"3","1",78.6,0,1
"4200","1",72,3,3,3,3,"3","2",116.8,0,1
"4201","1",21,2,3,3,1,"1","2",43.55,1,1
"4202","1",69,2,1,3,3,"2","2",60.8,0,1
"4203","1",44,1,1,1,1,"1","2",54.9,0,1
"4204","2",61,3,1,3,1,"2","2",65.2,0,1
"4205","2",24,3,1,3,3,"1","2",102.95,2,0
"4206","1",1,1,1,3,3,"1","1",90.6,0,0
"4207","1",6,1,1,1,1,"1","2",50.8,0,0
"4208","1",4,3,1,1,3,"1","2",90.05,1,0
"4209","1",72,3,1,3,3,"3","2",108.2,0,1
"4210","1",72,3,3,3,3,"3","1",92,0,1
"4211","2",14,3,1,1,1,"1","2",75.1,0,1
"4212","1",7,3,2,2,2,"1","2",25.05,0,1
"4213","1",48,1,1,1,1,"2","1",75.15,0,1
"4214","1",55,1,2,2,2,"2","1",19.5,0,1
"4215","1",1,1,2,2,2,"1","1",19.3,0,1
"4216","1",45,1,3,3,3,"2","1",112.2,0,1
"4217","1",3,1,1,1,1,"1","2",70.3,0,1
"4218","1",71,1,2,2,2,"3","1",19.6,0,1
"4219","1",8,1,2,2,2,"1","1",20.25,0,1
"4220","1",3,3,1,1,1,"1","2",75.85,0,0
"4221","1",69,1,3,3,3,"3","1",80.65,0,1
"4222","1",1,1,1,1,1,"1","2",68.5,0,0
"4223","2",72,3,3,3,3,"3","2",115.75,0,1
"4224","1",11,1,3,1,1,"1","2",73.5,0,0
"4225","1",71,3,3,1,3,"3","1",80.6,0,1
"4226","1",1,1,1,1,1,"1","2",69.95,0,0
"4227","1",33,2,3,3,3,"3","1",59.55,0,1
"4228","1",16,1,2,2,2,"2","1",19.05,0,1
"4229","2",56,3,3,1,1,"2","1",95.65,0,1
"4230","1",1,1,2,2,2,"1","1",19.95,0,1
"4231","1",5,1,1,3,3,"1","2",70.05,0,0
"4232","1",57,1,2,2,2,"2","1",19.4,5,1
"4233","1",56,2,1,1,1,"2","2",36.1,0,1
"4234","1",8,3,1,3,1,"1","2",94,1,0
"4235","1",22,1,3,1,1,"1","1",61.15,3,0
"4236","1",1,1,2,2,2,"1","1",19.75,0,1
"4237","1",40,1,3,3,1,"1","2",64.1,0,1
"4238","1",46,1,2,2,2,"3","1",19.75,0,1
"4239","1",63,1,2,2,2,"3","1",19.7,0,1
"4240","1",68,3,3,3,3,"3","2",110.2,0,1
"4241","1",69,1,3,3,3,"3","2",106.35,0,1
"4242","1",56,3,1,1,1,"1","1",90.55,0,1
"4243","1",10,1,1,1,3,"2","2",65.9,0,1
"4244","1",63,3,3,3,1,"2","1",104.5,0,1
"4245","1",24,2,3,1,3,"3","2",52.5,0,1
"4246","1",19,3,1,1,1,"1","2",56.1,0,1
"4247","1",22,3,1,3,1,"1","2",88.75,0,1
"4248","1",29,3,3,1,1,"1","2",84.45,2,0
"4249","1",13,3,1,3,3,"2","2",75.3,1,0
"4250","1",70,3,2,2,2,"3","2",26,0,1
"4251","1",49,1,1,3,3,"1","1",99.4,0,1
"4252","2",43,3,3,3,3,"2","2",109.55,3,0
"4253","1",3,1,2,2,2,"1","2",19.6,0,0
"4254","1",42,1,1,3,3,"2","1",73.15,0,1
"4255","1",57,1,1,1,1,"2","2",54.65,0,1
"4256","2",2,1,3,3,1,"1","1",66.4,0,0
"4257","1",72,3,3,3,3,"3","2",115.55,0,1
